"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 17 12:10:37 GMT 2024","Wed Jan 17 12:10:37 GMT 2024","41","UAT","uat/runner.spec.ts","","","","Test allure report deployment on Github Actions",""
