"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 17 13:53:25 GMT 2024","Wed Jan 17 13:53:25 GMT 2024","45","UAT","uat/runner.spec.ts","","","","Test allure report deployment on Github Actions",""
